player,player_id,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,YOP,Match
Adam Timmerman,144,1,0.11198744573756592,-0.568670230969411,1.0268020073388704,0.22089434481074582,0.2976535106802511,-0.05662363966091282,-0.9659050129708118,-1.2369330024329541,-1.1565032396976391,0.09357032427038955,0.09313644704662327,0.4062092866308559,-1.05119208538261,-1.2046468568536068,-0.43278657067608917,-1.1898397406924373,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.1903285619082677,-1.151901897275652,-1.1527696388873734,-0.5071071670307478,-0.19343077026910319,-1.2048294209700714,-0.22803383178470554,2001,0
Mike Compton,43,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,0.43668522487747613,0.19331986597147888,0.38221563539650505,-0.9659050129708118,-1.2369330024329541,-1.235896943193992,0.09357032427038955,0.09313644704662327,1.3653865285648445,-0.6798497726772896,-1.2861219706010973,-0.9531581192278035,-1.2306651285906498,0.06596893186993229,-0.5760937128650551,-0.15327599320930452,-1.2311584422038606,-1.2268006537563652,-1.2276839683040743,-0.6938436082055978,-0.19343077026910319,-1.1929737023690647,-0.22803383178470554,2001,0
Joe Andruzzi,296,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,0.9927617235109707,0.6045171715884041,0.8120990068813224,-0.9659050129708118,-1.2369330024329541,-1.235896943193992,0.09357032427038955,0.09313644704662327,-0.27891731475056636,-1.05119208538261,-1.2046468568536068,-0.43278657067608917,-1.2306651285906498,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.2311584422038606,-1.2268006537563652,-1.2276839683040743,-0.5505937355235211,-0.19343077026910319,-1.1929737023690647,-0.22803383178470554,2001,0
Cosey Coleman,620,1,0.11198744573756592,-0.568670230969411,1.4597738308261667,-1.1734467263896606,-2.4272957981841476,-0.674580986170338,-0.26342863990113047,-1.1265297202672373,-1.206646631379546,0.09357032427038955,0.09313644704662327,-0.5986430620618981,-1.05119208538261,-1.0416966293586256,-0.9531581192278035,-1.1682263000404425,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.168712742928248,-1.2070904546824934,-1.207969671089153,-0.48408486606398543,-0.19343077026910319,-1.0684886570584953,-0.22803383178470554,2002,1
Kerry Jenkins,136200,1,0.11198744573756592,-0.568670230969411,1.4597738308261667,-1.7295232250231565,-0.40813290940850083,-1.9015397756165886,-0.6146668264359711,-1.2369330024329541,-1.206646631379546,0.09357032427038955,0.09313644704662327,0.7259350339421812,-1.05119208538261,-1.2046468568536068,-0.9531581192278035,-1.1682263000404425,-0.20828456930427738,-0.4772114975863317,-0.15327599320930452,-1.168712742928248,-1.2070904546824934,-1.207969671089153,-0.6938436082055978,-0.19343077026910319,-1.0684886570584953,-0.22803383178470554,2002,0
Frank Middleton,259,1,0.11198744573756592,-0.568670230969411,0.7020731397233979,-0.06959337835600557,1.402362689949602,-1.8478043541809863,-0.9659050129708118,-1.2369330024329541,-1.1397887758036702,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.209051687938655,-0.20828456930427738,-0.5203140016821854,-0.15327599320930452,-1.2095426232238409,-1.1321916982017803,-1.133055341672452,-0.6938436082055978,-0.19343077026910319,-1.2818915918766145,-0.22803383178470554,2002,0
Mo Collins,136195,1,0.11198744573756592,-0.568670230969411,0.7020731397233979,-0.4181786461561069,0.07671167482638126,-0.9969935147839514,-0.9659050129708118,-0.9057231559358038,-1.1397887758036702,0.09357032427038955,0.09313644704662327,0.04080843256075884,-1.05119208538261,-1.0416966293586256,-0.9531581192278035,-1.209051687938655,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.2095426232238409,-1.1321916982017803,-1.133055341672452,-0.5275714345567587,-0.19343077026910319,-1.2818915918766145,-0.22803383178470554,2002,0
Russ Hochstein,890,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,-1.2149449725563395,-1.2059784277696988,-1.1223761648003565,-0.26342863990113047,-0.9057231559358038,-1.1481460077506547,0.09357032427038955,0.09313644704662327,-0.9640439161319887,-1.05119208538261,-0.8787464018636444,-0.9531581192278035,-1.151415846200002,-0.20828456930427738,-0.45946340766450955,-0.15327599320930452,-1.1519004392771215,-1.1440178176461033,-1.1448839200014047,-0.6938436082055978,-0.19343077026910319,-1.121839390763025,-0.22803383178470554,2003,1
Joe Andruzzi,296,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,2.2958066531446844,0.15035895344433728,2.5495442999657945,-0.9659050129708118,-1.0161264381015205,-1.1481460077506547,0.09357032427038955,0.09313644704662327,0.45188439338961484,-0.6798497726772896,-1.1231717431061161,-0.9531581192278035,-1.151415846200002,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.1519004392771215,-1.1440178176461033,-1.1448839200014047,-0.46617863197872583,-0.19343077026910319,-1.121839390763025,-0.22803383178470554,2003,0
Jeno James,689,1,0.11198744573756592,-0.568670230969411,-1.2463000659694363,-0.42647829538944276,0.10126076769903297,-0.8268313469045445,-0.9659050129708118,-1.1265297202672373,-1.1982893994325616,0.09357032427038955,0.09313644704662327,-0.5072928485443738,-0.6798497726772896,-1.1231717431061161,-0.43278657067608917,-1.2234606483733181,-0.20828456930427738,-0.5355266501866044,-0.15327599320930452,-1.2239531692105208,-1.191322295423396,-1.192198233317216,-0.6938436082055978,-0.19343077026910319,-1.2285408581720847,-0.22803383178470554,2003,1
Kevin Donnalley,11618,1,0.11198744573756592,-0.568670230969411,-1.2463000659694363,-0.24388601225605594,0.7640862752606433,-0.19991809682251882,-0.9659050129708118,-1.1265297202672373,-1.1982893994325616,0.09357032427038955,0.09313644704662327,0.7259350339421812,-0.6798497726772896,-1.2046468568536068,-0.9531581192278035,-1.2234606483733181,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.2239531692105208,-1.191322295423396,-1.192198233317216,-0.542919635201267,-0.19343077026910319,-1.2285408581720847,-0.22803383178470554,2003,0
Artis Hicks,1254,1,0.11198744573756592,-0.568670230969411,0.8103160955952221,-0.8165618093562235,0.34675169642555537,-1.650774475583778,-0.9659050129708118,-0.9057231559358038,-1.123074311909701,0.09357032427038955,0.09313644704662327,-0.6899932755794224,-1.05119208538261,-0.960221515611135,-0.43278657067608917,-1.1898397406924373,-0.20828456930427738,-0.5000304703429601,-0.15327599320930452,-1.1903285619082677,-1.1321916982017803,-1.133055341672452,-0.6938436082055978,-0.19343077026910319,-1.234468717472588,-0.22803383178470554,2004,0
Jermane Mayberry,166,1,0.11198744573756592,-0.568670230969411,0.8103160955952221,0.5113820679774972,0.5615562590612625,0.18518575679929672,-0.6146668264359711,-1.0161264381015205,-1.123074311909701,0.09357032427038955,0.09313644704662327,0.13215864607828312,-1.05119208538261,-1.0416966293586256,-0.9531581192278035,-1.1898397406924373,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.1903285619082677,-1.1321916982017803,-1.133055341672452,-0.5071071670307478,-0.19343077026910319,-1.234468717472588,-0.22803383178470554,2004,0
Stephen Neal,972,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,0.046601710910695454,0.371300789298208,-0.262609421830721,-0.9659050129708118,-1.0161264381015205,-1.206646631379546,0.09357032427038955,0.09313644704662327,0.04080843256075884,-1.05119208538261,-1.1231717431061161,-0.9531581192278035,-1.2138546747502095,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.2143461385527343,-1.2149745343120422,-1.2158553899751217,-0.5326875014382615,-0.19343077026910319,-1.1692622651670515,-0.22803383178470554,2004,0
Joe Andruzzi,296,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,0.1876957478774035,1.43918632925858,-0.43277158971012786,-0.9659050129708118,-1.2369330024329541,-1.206646631379546,0.09357032427038955,0.09313644704662327,1.3653865285648445,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.2138546747502095,-0.20828456930427738,-0.5253848845169918,-0.15327599320930452,-1.2143461385527343,-1.2149745343120422,-1.2158553899751217,-0.6938436082055978,-0.19343077026910319,-1.1692622651670515,-0.22803383178470554,2004,0
Russ Hochstein,890,1,0.11198744573756592,-0.568670230969411,0.2691013162361014,0.693974351110884,,0.46281876754990886,-0.9659050129708118,-1.2369330024329541,-1.352898190451775,,,,-1.05119208538261,-1.2861219706010973,-0.9531581192278035,-1.3459368120679558,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,-1.3464428100972996,-1.3529459278291451,-1.353855470479571,-0.6938436082055978,-0.19343077026910319,-1.2878194511771177,0.2176322885804909,2004,1
Jake Scott,1862,20,0.11198744573756592,-0.568670230969411,-0.27211346312301926,0.9927617235109707,1.291891772022667,0.686716356864918,0.4390477331685508,0.6399227943842309,1.7100273181180436,0.09357032427038955,0.09313644704662327,0.6345848204246634,2.2908887289652724,0.5063305318436961,-0.43278657067608917,1.893677792325498,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.8935282792412218,1.6745406499175743,1.6742605817323484,2.767175637131006,-0.10653853655579872,2.156266802415307,-0.22803383178470554,2006,0
Logan Mankins,2249,19,0.11198744573756592,-0.568670230969411,0.2691013162361014,1.8393259453112178,1.635579072239798,1.4031886426729474,0.08780954663371016,0.5295195122185141,1.5345254472313692,0.09357032427038955,0.09313644704662327,0.6802599271834222,2.2908887289652724,0.3433803043487149,-0.43278657067608917,1.7639971484135288,-0.20828456930427738,2.616027031645527,-0.125288867093067,1.763833365361103,1.5089749776970505,1.5086604851270091,-0.6938436082055978,-0.19343077026910319,2.085132490809267,-0.22803383178470554,2006,1
Roberto Garza,856,19,0.11198744573756592,0.9097396577118584,-1.1380571100976122,0.0632010093773672,0.26696714458943577,0.00606768534728937,0.4390477331685508,1.3023424873785314,1.2963443367423109,0.09357032427038955,0.09313644704662327,0.1778337528370485,1.1768617908493118,1.158131441823621,0.6079565264273394,1.7279747473268707,0.023776085535438488,-0.685117693813391,-0.15327599320930452,1.7278070003944033,1.2685105489958137,1.2681460591049687,2.572765095633902,-0.19343077026910319,2.3578140186324195,-0.22803383178470554,2006,0
Jahri Evans,3053,18,0.11198744573756592,0.9097396577118584,0.37734427210792554,1.8144269976112108,1.058675389732471,1.7703806891495621,0.4390477331685508,0.4191162300527974,1.551239911125338,0.09357032427038955,0.09313644704662327,0.6802599271834222,1.1768617908493118,0.3433803043487149,-0.43278657067608917,1.6127030638495647,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.6125226325009645,1.4971488582527275,1.4968319067980562,2.4781178583261014,-0.19343077026910319,1.7294609327790684,-0.22803383178470554,2006,0
Jamar Nesbit,564,18,0.11198744573756592,-0.568670230969411,0.37734427210792554,1.1338557604776789,1.1323226683504268,0.7404517783005198,-0.6146668264359711,0.9711326408813812,1.4927392874964467,0.09357032427038955,0.09313644704662327,0.588909713665898,0.06283485273335088,0.5063305318436961,-0.43278657067608917,1.5622717023282433,-0.20828456930427738,2.405585394001065,-0.15327599320930452,1.562085721547585,1.4380182610311119,1.4376890151532922,-0.6938436082055978,-0.19343077026910319,1.6938937769760485,-0.22803383178470554,2006,0
Ruben Brown,120,19,0.11198744573756592,0.9097396577118584,-1.1380571100976122,0.1876957478774035,0.4694971607888166,-0.05662363966091282,0.08780954663371016,1.1919392052128148,1.14591416169659,0.09357032427038955,0.09313644704662327,0.1778337528370485,1.1768617908493118,0.9951812143286398,0.6079565264273394,1.4806209265318182,-0.20828456930427738,2.319380385809357,-0.15327599320930452,1.4804259609563992,1.114770996219613,1.1143745408285821,-0.6938436082055978,-0.19343077026910319,1.9784310234002076,-0.22803383178470554,2006,0
Todd Herremans,2343,18,0.11198744573756592,0.9097396577118584,0.8103160955952221,1.183653655877694,0.43881079469800127,1.2957177998017428,1.4927622927730726,2.1855687447042658,1.446774511788032,0.09357032427038955,0.09313644704662327,-0.05054178095675894,0.06283485273335088,1.9728825792985272,0.08758497787562512,1.3413343089967402,-0.20828456930427738,2.035410947060203,1.3580288170675225,1.3411240164184939,1.3907137832538192,1.390374701837481,-0.6938436082055978,-0.19343077026910319,1.2196650329357834,-0.22803383178470554,2006,0
Marco Rivera,207,17,0.11198744573756592,0.9097396577118584,-0.8133282424821399,0.951263477344292,0.5492817126249362,0.9643493676155289,-0.26342863990113047,1.081535923047098,1.129199697802621,0.09357032427038955,0.09313644704662327,0.26918396635456626,1.9195464162599523,0.8322309868336586,0.6079565264273394,1.3293268419678541,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.3291152280962606,1.1778436332560032,1.1774602919163304,2.17626991231744,-0.19343077026910319,1.5101301386604458,-0.22803383178470554,2006,0
Kyle Kosier,1208,17,0.11198744573756592,-0.568670230969411,-0.8133282424821399,1.2749497974443869,0.7579490020424806,1.3136296069469438,0.7902859197033915,0.8607293587156645,1.129199697802621,0.09357032427038955,0.09313644704662327,0.13215864607828312,1.1768617908493118,0.9951812143286398,1.1283280749790536,1.3293268419678541,-0.20828456930427738,2.159647576512958,-0.15327599320930452,1.3291152280962606,1.1778436332560032,1.1774602919163304,-0.6938436082055978,-0.19343077026910319,1.5101301386604458,-0.22803383178470554,2006,0
Brandon Moore,1284,17,0.11198744573756592,-0.568670230969411,0.5938301838515738,0.3536887325441186,1.07708720938696,0.059803106782892336,-0.6146668264359711,0.30871294788708065,1.0915921540411908,0.05625552987883876,0.0557131708467589,0.6802599271834222,2.2908887289652724,0.017479849358752443,-0.43278657067608917,1.3149178815331908,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.3147046821095807,1.1108289564048388,1.1143745408285821,2.1609217116729313,-0.19343077026910319,1.5753365909659822,-0.22803383178470554,2006,0
David Diehl,1468,17,0.11198744573756592,-0.568670230969411,0.4855872279797497,0.07150065861070248,0.13194713378984826,0.3374361175335032,-0.26342863990113047,2.1855687447042658,1.0665204582002372,0.09357032427038955,0.09313644704662327,-0.32459242150933176,1.9195464162599523,1.809932351803546,1.648699623530768,1.3077134013158593,-0.20828456930427738,1.7742604810676772,3.037256384041775,1.3074994091162409,1.0635244786275462,1.0631173680697865,-0.6938436082055978,0.4365379241523543,1.628687324670512,-0.22803383178470554,2006,1
Shawn Andrews,1737,18,0.11198744573756592,0.9097396577118584,0.8103160955952221,2.3871027947113785,1.5742063400581674,2.4958088785301924,0.08780954663371016,0.5295195122185141,1.3882738881591403,0.09357032427038955,0.09313644704662327,0.7259350339421812,0.8055194781439914,0.2619051906012243,-0.9531581192278035,1.2885014540696416,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.2882853478006677,1.3276411462174293,1.3272889507497327,1.9946495380240923,0.9796143848605073,1.1840978771327637,-0.22803383178470554,2006,0
Chris Gray,52,17,0.11198744573756592,0.9097396577118584,1.3515308749543427,0.3619883817774539,0.10739804091719655,0.5075982854129107,0.08780954663371016,1.9647621803728321,1.1877003214315125,0.09357032427038955,0.09313644704662327,-0.14189199447428322,1.1768617908493118,1.6469821243085647,1.1283280749790536,1.2860999606638643,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.285883590136221,1.16601751381168,1.1656317135873777,2.130225310383915,-0.19343077026910319,1.4212122491528962,-0.22803383178470554,2006,0
Mike Goff,375,17,0.11198744573756592,-0.568670230969411,1.1350449632106945,1.9140227884112402,1.2121072201865475,1.6270862319879567,-0.6146668264359711,0.4191162300527974,0.9035544352340396,0.09357032427038955,0.09313644704662327,0.6802599271834222,-0.3085074599719694,0.017479849358752443,-0.9531581192278035,1.28129697385231,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.2810800748073277,0.8467122888149556,0.8462600987056518,2.125109243502412,-0.19343077026910319,1.8895131338926578,-0.22803383178470554,2006,0
Stephen Neal,972,16,0.11198744573756592,-0.568670230969411,0.2691013162361014,1.7563294529778604,1.1507344880049168,1.4658799676811503,-0.6146668264359711,0.8607293587156645,1.028912914438807,0.09357032427038955,0.09313644704662327,0.4975595001483737,-0.3085074599719694,0.42485541809620553,-0.43278657067608917,1.2692895068234238,-0.20828456930427738,-0.6825822523959879,-0.15327599320930452,1.2690712864850946,0.9886257221468331,0.9882030386530855,2.109761042857904,-0.19343077026910319,1.646470902572022,-0.22803383178470554,2006,0
Chris Snee,1755,17,0.11198744573756592,0.9097396577118584,0.4855872279797497,1.3330473420777373,0.8622826467512528,1.286761896229143,-0.26342863990113047,1.1919392052128148,0.9745909067834078,0.09357032427038955,0.09313644704662327,0.31485907311333167,1.1768617908493118,0.750755873086168,-0.43278657067608917,1.2092521716789937,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.2090273448739284,0.9728575628877356,0.9724316008811483,2.048368240279871,-0.19343077026910319,1.5219858572614524,-0.22803383178470554,2006,1
L.J. Shelton,455,16,0.11198744573756592,0.9097396577118584,0.052615404492453145,0.8018697911442486,0.8193217342241111,0.41803924968690703,0.7902859197033915,0.8607293587156645,1.3088801846627878,0.09357032427038955,0.09313644704662327,0.3605341798720905,1.1768617908493118,0.8322309868336586,0.08758497787562512,1.202047691461662,-0.20828456930427738,-0.685117693813391,8.718642985637995,1.2018220718805885,1.2842787082549112,1.2839174968769058,1.2272395057986811,-0.19343077026910319,1.035901394620181,-0.13890060771166624,2006,0
Steve Hutchinson,787,16,0.11198744573756592,-0.568670230969411,0.16085836036427728,1.5322389236777947,0.8622826467512528,1.3136296069469438,1.141524106238232,-0.13290018077578644,1.1835217054580203,0.09357032427038955,0.09313644704662327,0.5432346069071391,-1.05119208538261,0.2619051906012243,0.6079565264273394,1.1948432112443303,-0.20828456930427738,2.017662857138381,-0.15327599320930452,1.1946167988872487,1.185727712885552,1.185346010802299,-0.6938436082055978,-0.19343077026910319,1.1663142992312536,-0.22803383178470554,2006,1
Alan Faneca,346,16,0.11198744573756592,0.9097396577118584,0.9185590514670462,1.1255561112443435,0.8622826467512528,1.0449524997689328,-0.6146668264359711,0.9711326408813812,1.0915921540411908,0.09357032427038955,0.09313644704662327,0.31485907311333167,0.43417716543867113,0.6692807593386774,0.6079565264273394,1.1900402244327761,-0.20828456930427738,2.0125919743035747,-0.15327599320930452,1.1898132835583553,1.0477563193684487,1.0473459302978496,-0.6938436082055978,-0.19343077026910319,1.361933656147863,-0.22803383178470554,2006,0
Will Shields,45,17,0.11198744573756592,-0.568670230969411,-0.05562755137937099,1.6152354160111524,1.1875581273138949,1.1972028605031393,-0.26342863990113047,-0.13290018077578644,0.8659468914726093,0.09357032427038955,0.09313644704662327,0.4975595001483737,-1.05119208538261,0.017479849358752443,1.1283280749790536,1.1852372376212217,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.185009768229462,0.8191180101115351,0.8186600826047619,2.0227879058723572,-0.19343077026910319,1.6938937769760485,-0.22803383178470554,2006,0
Daryn Colledge,2992,15,0.11198744573756592,-0.568670230969411,-0.4885993748666675,0.23749364327741757,0.8868317396239045,-0.11035906109651515,0.08780954663371016,0.30871294788708065,1.2587367929808808,0.09357032427038955,0.09313644704662327,0.588909713665898,1.1768617908493118,0.2619051906012243,0.08758497787562512,1.1756312639981128,-0.20828456930427738,1.8122921023287246,1.8897842132760359,1.1754027375716756,1.2212060712185213,1.2208317457891573,-0.6938436082055978,-0.19343077026910319,1.0655406911226974,-0.22803383178470554,2006,0
Kris Dielman,1599,16,0.11198744573756592,-0.568670230969411,1.1350449632106945,0.9346641788776214,1.5496572471855157,0.39117153896910617,0.08780954663371016,-0.5745133094386535,0.7573028761618108,0.09357032427038955,0.09313644704662327,0.8629603542184707,0.8055194781439914,-0.47137083312619127,-0.43278657067608917,1.108389448636351,-0.20828456930427738,1.9263869661118669,-0.15327599320930452,1.1081535229671695,0.6969147758535295,0.6964314398722494,-0.6938436082055978,-0.19343077026910319,1.6879659176755453,-0.22803383178470554,2006,0
Todd Steussie,78,15,0.11198744573756592,-0.568670230969411,1.0268020073388704,0.2540929417440893,0.4694971607888166,0.13145033536369502,-0.26342863990113047,1.9647621803728321,1.1417355457230978,0.09357032427038955,0.09313644704662327,-0.1875671012330486,1.9195464162599523,1.6469821243085647,1.648699623530768,1.0939804882016877,-0.20828456930427738,0.5547131592967557,14.791849352861542,1.0937429769804896,1.1581334341821312,1.157745994701409,-0.6938436082055978,-0.19343077026910319,0.9588392237136377,-0.13890060771166624,2006,0
Eric Steinbach,1349,16,0.11198744573756592,-0.568670230969411,-1.0298141542257881,1.0010613727443072,1.0464008432961447,0.6598486461471172,0.7902859197033915,0.19830966572136385,0.995483986650869,0.09357032427038955,0.09313644704662327,0.45188439338961484,0.43417716543867113,0.3433803043487149,0.08758497787562512,1.0891775013901333,0.23474031720790747,1.6500238516149222,2.0856940960896986,1.0889394616515964,0.97679960270251,0.9763744603241327,-0.6938436082055978,-0.19343077026910319,1.2196650329357834,-0.22803383178470554,2006,1
Randy Thomas,475,16,0.11198744573756592,-0.568670230969411,1.6762597425698151,1.0591589173776577,1.580343613276331,0.39117153896910617,-0.26342863990113047,0.08790638355564709,0.7740173400557798,0.09357032427038955,0.09313644704662327,0.6345848204246634,0.06283485273335088,-0.06399526438873818,-0.43278657067608917,1.0843745145785788,-0.20828456930427738,-0.685117693813391,-0.15327599320930452,1.084135946322703,0.7757555721490169,0.7752886287319348,1.9153505013607999,-0.19343077026910319,1.5101301386604458,-0.22803383178470554,2006,0
