player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Amon-Ra St. Brown,84470,WR,DET,7,7.4,7,77.0,64.3,9,14,0,3.4,2,33,11,1,75.7,43.9,83.6,65.6,84.4,0.0,0,3,44,0.4,1,276,1,57,95.3,263,51.4,142,100.3,74,3,47.5,131,665,249,4.4,11.7,2.53
Marquise Brown,61568,WR,ARZ,9,11.6,5,56.8,28.6,4,14,1,4.5,2,27,1,0,76.0,78.7,70.6,,72.2,0.0,0,2,41,0.0,0,336,3,42,92.3,310,18.5,62,80.9,74,4,81.3,273,440,127,3.0,10.5,1.42
CeeDee Lamb,61570,WR,DAL,8,10.8,11,79.2,62.5,5,8,0,1.7,1,36,9,2,88.9,43.2,89.4,,90.4,0.0,0,0,49,0.0,0,303,3,57,93.7,284,65.7,199,128.4,72,3,33.0,100,827,295,5.2,14.5,2.91
Travis Kelce,7844,TE,KC,8,7.0,6,81.4,33.3,4,12,2,3.4,2,30,16,0,82.8,80.3,84.2,70.6,90.1,25.8,70,2,53,3.3,9,271,6,57,90.8,246,51.7,140,109.3,70,4,20.7,56,597,274,4.8,10.5,2.43
DJ Moore,48267,WR,CHI,10,12.7,12,74.3,61.1,11,18,1,1.9,1,36,6,1,86.9,38.3,84.5,,83.7,0.0,0,2,58,0.0,0,363,2,52,97.0,352,17.6,64,123.3,70,5,82.1,298,796,355,6.8,15.3,2.26
Terry McLaurin,48229,WR,WAS,9,11.6,2,68.1,53.8,7,13,0,6.0,3,26,32,0,77.4,78.9,72.0,,71.9,0.0,0,1,36,0.0,0,381,0,47,94.2,359,16.5,63,96.8,69,2,83.5,318,568,169,3.6,12.1,1.58
Jakobi Meyers,47468,WR,LV,8,10.6,3,64.5,63.6,7,11,0,7.0,3,26,23,0,66.5,78.6,69.3,71.8,71.9,0.0,0,4,25,0.7,2,286,5,40,93.0,266,24.5,70,85.6,62,5,75.2,215,442,104,2.6,11.1,1.66
Michael Thomas,10681,WR,NO,9,10.8,4,62.3,50.0,8,16,1,2.6,1,21,20,0,81.3,77.7,66.6,,67.0,0.0,0,1,31,0.0,0,331,2,38,97.3,322,28.4,94,82.6,61,1,71.6,237,439,102,2.7,11.6,1.36
Zay Flowers,97268,WR,BLT,9,8.1,10,75.0,25.0,1,4,1,6.3,3,20,3,0,69.2,80.2,69.3,,69.2,0.0,0,1,52,0.0,0,314,1,45,93.3,293,29.3,92,96.0,60,1,70.7,222,472,209,4.6,10.5,1.61
Chris Godwin,11839,WR,TB,8,9.8,3,66.7,58.3,7,12,0,0.0,0,25,30,0,90.2,78.7,78.4,,78.7,0.3,1,2,42,0.0,0,290,0,40,92.4,268,32.1,93,81.8,60,1,67.6,196,468,195,4.9,11.7,1.75
DeAndre Hopkins,7808,WR,TEN,8,15.2,2,58.3,30.0,3,10,0,7.9,3,27,31,0,62.3,77.5,80.1,,80.4,0.0,0,3,61,0.0,0,254,2,35,90.9,231,22.8,58,85.7,60,3,75.6,192,564,135,3.9,16.1,2.44
Evan Engram,11778,TE,JAX,8,4.0,8,86.4,75.0,3,4,0,1.9,1,19,15,2,87.6,24.8,71.2,60.9,72.3,20.0,59,0,34,1.4,4,295,2,51,92.5,273,52.5,155,97.9,59,0,26.8,79,442,296,5.8,8.7,1.62
DeVonta Smith,61100,WR,PHI,9,12.8,1,71.2,46.7,7,15,0,6.7,3,20,24,0,67.6,79.0,66.3,,66.6,0.0,0,3,63,0.0,0,369,0,42,95.4,352,28.5,105,100.5,59,4,70.7,261,533,128,3.0,12.7,1.51
Jaylen Waddle,84088,WR,MIA,8,10.4,2,67.8,28.6,2,7,0,11.1,5,27,17,0,51.5,78.7,84.5,,83.9,0.0,0,2,35,0.0,0,235,0,40,95.3,224,24.7,58,98.3,59,3,74.5,175,522,213,5.3,13.1,2.33
Sam LaPorta,101690,TE,DET,8,6.9,5,72.9,70.0,7,10,0,8.5,4,22,11,0,59.9,78.7,72.7,69.2,71.8,47.3,132,0,45,9.0,25,279,0,43,88.2,246,27.2,76,116.1,59,4,25.1,70,434,182,4.2,10.1,1.76
Amari Cooper,9437,WR,CLV,8,15.3,0,59.3,63.6,7,11,0,7.9,3,25,8,1,53.7,77.3,76.4,68.1,75.6,0.0,0,4,59,0.3,1,294,1,35,92.9,273,22.8,67,78.1,59,2,76.5,225,617,116,3.3,17.6,2.26
Mike Evans,8642,WR,TB,8,14.2,3,64.9,50.0,8,16,0,7.5,3,22,30,0,64.8,77.9,75.9,,77.0,0.0,0,1,70,0.0,0,263,3,37,92.8,244,28.1,74,121.5,57,5,71.9,189,594,145,3.9,16.1,2.43
Christian Kirk,47546,WR,JAX,8,8.7,5,75.4,50.0,2,4,0,6.5,3,23,15,1,67.4,36.0,70.7,75.7,71.1,0.0,0,1,45,0.3,1,294,0,43,94.2,277,72.4,213,113.3,57,3,26.5,78,521,170,4.0,12.1,1.88
Jordan Addison,123000,WR,MIN,9,11.5,4,71.9,46.2,6,13,0,0.0,0,23,18,0,90.1,78.5,70.2,,71.2,0.0,0,2,62,0.0,0,335,0,41,94.3,316,25.1,84,126.0,57,7,74.3,249,533,158,3.9,13.0,1.69
George Pickens,99229,WR,PIT,8,13.8,4,52.6,21.4,3,14,1,3.2,1,20,25,1,77.8,27.8,69.8,,71.7,0.0,0,2,71,0.0,0,295,5,30,94.6,279,13.6,40,87.0,57,3,86.4,255,521,192,6.4,17.4,1.87
Calvin Ridley,48262,WR,JAX,8,13.6,1,57.9,20.0,2,10,0,10.8,4,19,15,1,53.6,29.5,63.6,,64.7,0.0,0,1,32,0.0,0,304,2,33,93.8,285,15.5,47,87.7,57,2,84.5,257,451,80,2.4,13.7,1.58
Drake London,86519,WR,ATL,8,10.2,1,66.1,52.6,10,19,0,2.6,1,24,2,0,80.8,77.7,78.3,,77.5,0.0,0,2,32,0.0,0,273,1,37,94.5,258,22.0,60,86.8,56,2,78.0,213,438,108,2.9,11.8,1.7
Cole Kmet,60995,TE,CHI,10,5.9,3,82.1,25.0,1,4,0,0.0,0,24,6,1,90.3,36.8,71.0,56.4,74.9,40.0,130,2,23,12.9,42,325,2,46,84.0,273,50.8,165,112.7,56,5,7.7,25,419,198,4.3,9.1,1.53
Mark Andrews,47436,TE,BLT,8,7.9,6,74.5,42.9,3,7,0,8.9,4,25,3,0,58.4,78.4,78.4,71.0,79.0,9.6,26,0,38,2.6,7,272,0,41,92.3,251,80.9,220,136.7,55,6,8.8,24,477,187,4.6,11.6,1.9
Kendrick Bourne,12270,WR,NE,8,10.5,8,67.3,0.0,0,4,0,0.0,0,15,19,1,90.0,29.3,67.2,,69.7,0.0,0,4,36,0.0,0,247,3,37,95.1,235,30.4,75,82.8,55,4,69.6,172,406,208,5.6,11.0,1.73
Josh Downs,122832,WR,IND,9,7.9,4,75.9,42.9,3,7,0,0.0,0,20,14,0,90.3,78.6,73.9,,74.4,0.0,0,0,59,0.0,0,288,1,41,93.4,269,82.6,238,115.0,54,2,17.4,50,483,220,5.4,11.8,1.8
Tyler Lockett,9502,WR,SEA,8,12.6,1,70.4,44.4,4,9,0,2.6,1,22,29,0,82.6,78.1,77.4,,77.0,0.0,0,1,36,0.0,0,275,0,38,93.1,256,35.6,98,102.5,54,3,64.0,176,402,82,2.2,10.6,1.57
Tutu Atwell,77965,WR,LA,9,11.3,0,60.4,42.9,3,7,0,3.0,1,20,26,0,78.9,78.3,67.4,,65.4,0.0,0,1,44,0.0,0,335,0,32,93.7,314,45.1,151,92.8,53,3,54.9,184,374,80,2.5,11.7,1.19
Nico Collins,61441,WR,HST,8,12.2,13,67.9,60.0,3,5,0,5.3,2,28,13,0,73.2,77.9,84.4,,83.2,0.4,1,0,52,0.0,0,258,0,36,93.0,240,20.2,52,133.5,53,4,79.5,205,631,288,8.0,17.5,2.63
Jahan Dotson,84375,WR,WAS,9,10.4,1,64.2,50.0,3,6,1,10.5,4,16,32,0,53.4,77.3,59.3,,60.3,0.0,0,4,33,0.0,0,385,2,34,93.2,359,43.4,167,71.3,53,3,56.6,218,360,82,2.4,10.6,1.0
Dallas Goedert,47272,TE,PHI,9,5.3,7,73.1,50.0,4,8,0,5.0,2,23,24,0,73.3,77.9,71.5,79.4,66.9,37.6,126,2,49,3.9,13,335,2,38,91.3,306,51.3,172,92.6,52,2,10.7,36,410,223,5.9,10.8,1.34
Justin Jefferson,61398,WR,MIN,5,11.8,5,69.2,33.3,3,9,1,2.7,1,28,18,1,81.3,29.1,89.9,,89.5,0.0,0,0,52,0.0,0,213,1,36,93.4,199,31.5,67,124.8,52,3,68.1,145,571,186,5.2,15.9,2.87
Brandon Aiyuk,84109,WR,SF,7,14.6,3,68.6,40.0,2,5,0,5.4,2,30,28,0,62.7,77.4,91.7,69.0,91.5,0.0,0,2,42,0.5,1,207,0,35,92.3,191,20.3,42,106.7,51,2,79.7,165,620,143,4.1,17.7,3.25
Romeo Doubs,84329,WR,GB,8,12.0,0,58.8,42.9,6,14,0,9.1,3,21,12,0,58.8,76.6,71.3,,69.8,0.0,0,3,30,0.0,0,261,0,30,93.9,245,13.4,35,84.8,51,5,86.6,226,312,73,2.4,10.4,1.27
Darren Waller,9637,TE,NYG,8,8.1,1,72.0,30.8,4,13,0,0.0,0,18,21,0,89.7,77.4,68.9,59.6,73.1,27.8,79,2,27,6.7,19,284,0,36,88.0,250,51.1,145,84.0,50,1,20.4,58,383,148,4.1,10.6,1.53
Kyle Pitts,83964,TE,ATL,9,11.7,2,64.0,38.5,5,13,0,3.0,1,20,2,0,79.1,77.0,69.5,73.1,73.4,11.6,32,1,39,1.1,3,275,1,32,94.5,260,62.2,171,86.2,50,1,26.2,72,389,88,2.8,12.2,1.5
Alvin Kamara,11822,HB,NO,6,-0.2,8,87.8,,0,0,0,4.4,2,14,20,0,76.3,88.8,66.4,25.8,76.8,0.0,0,0,25,16.8,31,184,0,43,78.3,144,7.1,13,96.6,49,1,5.4,10,272,286,6.7,6.3,1.89
Tee Higgins,61211,WR,CIN,7,11.3,2,55.1,33.3,5,15,1,10.0,3,19,7,0,56.1,76.1,68.3,,66.9,0.0,0,1,33,0.0,0,245,2,27,95.1,233,17.6,43,81.0,49,2,82.4,202,328,115,4.3,12.1,1.41
Gabe Davis,55410,WR,BUF,9,13.8,5,64.6,60.0,6,10,0,6.1,2,21,4,1,69.5,28.2,66.6,77.4,68.4,0.3,1,3,40,1.4,5,351,0,31,92.9,326,17.1,60,102.3,48,5,82.1,288,434,110,3.5,14.0,1.33
K.J. Osborn,23503,WR,MIN,9,8.9,0,66.7,28.6,2,7,0,13.5,5,18,18,0,42.3,76.8,55.6,73.6,55.7,0.0,0,2,36,0.6,2,349,1,32,93.1,325,37.0,129,86.9,48,2,63.0,220,377,135,4.2,11.8,1.16
Dalton Schultz,47304,TE,HST,8,7.6,4,70.2,25.0,1,4,0,10.8,4,19,13,1,51.7,28.0,67.9,67.4,67.1,46.7,121,1,31,6.6,17,259,0,33,87.6,227,39.8,103,111.1,47,4,11.2,29,350,154,4.7,10.6,1.54
Tyler Boyd,10689,WR,CIN,8,7.1,4,76.6,44.4,4,9,0,2.7,1,14,7,0,80.8,77.8,62.6,66.2,63.9,0.0,0,1,32,0.3,1,322,1,36,95.7,308,88.5,285,97.8,47,2,11.2,36,300,111,3.1,8.3,0.97
Elijah Moore,84302,WR,CLV,8,9.2,4,61.7,25.0,1,4,0,0.0,0,12,8,1,87.6,31.3,58.4,0.0,60.8,0.0,0,1,33,0.3,1,288,0,29,93.1,268,52.8,152,68.6,47,0,42.0,121,270,108,3.7,9.3,1.01
D.K. Metcalf,47864,WR,SEA,7,14.5,6,59.6,16.7,1,6,1,3.4,1,22,29,0,65.8,76.1,75.1,,77.7,0.0,0,2,50,0.0,0,241,5,28,92.9,224,16.2,39,88.4,47,2,83.8,202,454,120,4.3,16.2,2.03
Logan Thomas,8755,TE,WAS,8,6.9,2,73.3,33.3,4,12,0,5.7,2,15,32,1,70.1,28.7,64.4,71.9,62.4,21.8,68,0,27,7.1,22,312,2,33,88.8,277,50.3,157,114.2,45,3,27.9,87,311,154,4.7,9.4,1.12
Dalton Kincaid,91791,TE,BUF,8,4.4,7,90.9,50.0,2,4,0,0.0,0,16,4,1,90.1,29.5,68.7,70.2,70.1,23.4,61,1,22,0.4,1,261,4,40,93.5,244,54.8,143,96.9,44,1,19.9,52,339,173,4.3,8.5,1.39
Jonathan Mingo,97774,WR,CAR,8,9.8,2,52.3,44.4,4,9,0,4.2,1,10,5,0,73.5,75.3,55.6,62.3,54.1,0.0,0,1,40,0.3,1,322,1,23,93.5,301,31.4,101,57.0,44,0,68.6,221,220,80,3.5,9.6,0.73
Courtland Sutton,48164,WR,DEN,8,11.0,1,75.0,63.6,7,11,0,5.7,2,19,10,2,70.1,21.3,72.1,62.3,71.1,0.4,1,1,33,0.4,1,282,2,33,91.8,259,24.5,69,130.7,44,6,75.2,212,380,72,2.2,11.5,1.47
Cooper Kupp,11824,WR,LA,5,11.4,5,53.5,50.0,2,4,0,8.0,2,15,26,0,63.2,75.5,78.8,,77.4,0.0,0,3,49,0.0,0,179,0,23,92.2,165,49.2,88,60.6,43,1,50.8,91,364,127,5.5,15.8,2.21
Tank Dell,78874,WR,HST,7,14.2,2,65.1,60.0,3,5,0,9.7,3,19,13,0,58.1,83.1,77.8,,78.1,0.0,0,0,68,0.0,0,216,0,28,93.1,201,31.9,69,131.3,43,4,66.7,144,454,114,4.1,16.2,2.26
David Njoku,11784,TE,CLV,8,3.3,9,74.4,66.7,4,6,0,0.0,0,13,8,1,79.6,28.2,71.6,64.0,69.9,52.2,151,1,41,10.0,29,289,0,32,83.0,240,37.7,109,100.8,43,2,9.0,26,319,267,8.3,10.0,1.33
Curtis Samuel,11795,WR,WAS,8,7.0,4,81.4,62.5,5,8,0,2.8,1,15,32,0,79.9,78.4,71.9,61.6,70.9,0.8,2,2,37,0.4,1,242,0,35,92.6,224,71.1,172,95.0,43,2,26.9,65,332,132,3.8,9.5,1.48
Jake Ferguson,61081,TE,DAL,8,6.0,8,76.2,33.3,3,9,0,8.6,3,17,9,0,60.4,77.0,73.5,80.1,72.4,50.4,127,0,40,6.0,15,252,1,32,88.9,224,39.7,100,121.9,42,3,9.1,23,328,174,5.4,10.3,1.46
Zach Ertz,7816,TE,ARZ,7,7.0,0,64.3,42.9,3,7,0,12.9,4,8,1,0,36.0,75.9,50.8,29.4,51.7,33.0,67,2,17,1.5,3,203,0,27,91.6,186,54.7,111,62.3,42,1,12.3,25,187,51,1.9,6.9,1.01
George Kittle,11901,TE,SF,8,9.6,6,76.2,50.0,3,6,0,11.1,4,20,28,0,52.1,77.2,84.9,77.3,80.0,62.1,162,0,38,8.4,22,261,2,32,84.7,221,30.3,79,133.3,42,3,6.1,16,443,178,5.6,13.8,2.0
Jonnu Smith,11855,TE,ATL,9,6.4,9,81.0,80.0,4,5,1,5.6,2,19,2,1,70.1,28.7,64.7,77.2,69.1,28.0,72,1,60,10.9,28,257,3,34,84.4,217,54.9,141,114.5,42,2,12.8,33,422,265,7.8,12.4,1.94
Jaxon Smith-Njigba,129758,WR,SEA,8,5.2,3,70.7,20.0,1,5,0,12.1,4,12,29,0,47.7,76.3,60.3,65.4,59.8,0.0,0,2,35,0.5,1,222,0,29,94.1,209,71.6,159,84.6,41,2,28.4,63,272,162,5.6,9.4,1.3
Hunter Henry,10669,TE,NE,9,9.5,0,65.9,54.5,6,11,1,6.9,2,18,19,0,65.0,75.9,67.0,82.2,70.9,40.5,111,1,21,4.7,13,274,3,27,90.1,247,51.5,141,99.3,41,3,7.7,21,277,59,2.2,10.3,1.12
Rashee Rice,97605,WR,KC,9,5.9,6,80.0,0.0,0,1,0,5.9,2,19,16,0,68.8,77.1,79.4,69.0,78.7,0.0,0,1,39,0.6,1,175,0,32,94.9,166,57.7,101,129.0,40,4,42.3,74,378,263,8.2,11.8,2.28
Tyler Higbee,10744,TE,LA,9,7.6,0,65.0,50.0,4,8,0,10.3,3,14,26,0,54.0,75.7,58.5,74.3,56.2,54.8,188,0,33,7.9,27,343,1,26,86.9,298,28.6,98,86.0,40,0,16.6,57,286,110,4.2,11.0,0.96
Josh Jacobs,45953,HB,LV,9,1.7,8,70.0,25.0,1,4,0,9.7,3,12,23,1,55.9,77.3,63.4,44.2,50.2,0.0,0,2,21,25.9,60,232,2,28,71.1,165,3.4,8,64.8,40,0,4.7,11,242,213,7.6,8.6,1.47
Robert Woods,7822,WR,HST,6,10.2,1,55.0,41.7,5,12,1,15.4,4,15,13,0,40.2,79.8,63.7,36.3,63.5,0.5,1,0,25,0.5,1,198,1,22,93.9,186,48.5,96,79.9,40,1,48.0,95,227,59,2.7,10.3,1.22
Trey McBride,75916,TE,ARZ,9,6.9,3,71.8,66.7,4,6,0,6.7,2,14,1,0,66.0,76.1,67.3,63.5,72.4,46.4,78,2,27,5.4,9,168,3,28,87.5,147,41.7,70,79.8,39,1,7.7,13,287,126,4.5,10.3,1.95
Jerry Jeudy,61103,WR,DEN,7,14.0,7,69.2,66.7,2,3,0,3.6,1,16,10,1,76.1,27.0,66.2,,67.0,0.0,0,1,46,0.0,0,222,0,27,92.8,206,63.5,141,93.5,39,1,34.7,77,336,86,3.2,12.4,1.63
Rashid Shaheed,63707,WR,NO,9,16.9,3,68.4,60.0,3,5,0,3.7,1,17,20,0,75.1,61.1,72.9,,71.3,0.0,0,1,58,0.0,0,278,1,26,96.8,269,47.8,133,126.5,38,3,51.1,142,501,117,4.5,19.3,1.86
Joshua Palmer,62979,WR,LAC,7,13.7,2,60.5,55.6,5,9,0,4.2,1,13,27,1,74.9,26.2,67.3,,67.4,0.0,0,1,60,0.0,0,257,0,23,92.2,237,29.6,76,91.7,38,1,70.0,180,377,102,4.4,16.4,1.59
Rhamondre Stevenson,98689,HB,NE,9,0.4,7,76.3,100.0,1,1,0,9.4,3,8,19,0,56.8,89.2,70.5,84.4,54.4,0.0,0,0,34,15.9,39,245,0,29,81.2,199,9.0,22,89.3,38,0,8.6,21,215,227,7.8,7.4,1.08
Jayden Reed,78171,WR,GB,8,12.8,1,60.5,0.0,0,7,0,11.5,3,14,12,0,54.0,82.2,64.3,62.4,65.9,0.0,0,1,44,0.5,1,212,2,23,93.4,198,80.7,171,104.4,38,3,19.3,41,333,106,4.6,14.5,1.68
Cade Otton,61071,TE,TB,8,6.3,2,73.7,33.3,2,6,0,3.4,1,12,30,1,77.3,76.5,55.0,48.1,57.8,40.8,131,1,24,9.7,31,321,1,28,83.2,267,39.9,128,105.7,38,3,16.8,54,245,114,4.1,8.8,0.92
Michael Gallup,26075,WR,DAL,8,10.8,3,57.9,26.7,4,15,0,12.0,3,11,9,0,49.1,74.9,58.3,,59.6,0.0,0,1,29,0.0,0,234,0,22,94.0,220,7.3,17,66.0,38,0,92.7,217,243,88,4.0,11.0,1.1
Bijan Robinson,123126,HB,ATL,9,0.1,6,73.7,25.0,1,4,0,6.7,2,11,2,0,67.3,30.0,67.1,44.3,60.0,0.4,1,1,29,13.0,36,277,1,28,82.7,229,20.6,57,91.7,38,2,13.7,38,197,227,8.1,7.0,0.86
Darius Slayton,25578,WR,NYG,9,13.1,4,60.5,0.0,0,6,0,4.2,1,15,21,0,72.8,75.7,63.8,,64.9,0.3,1,1,34,0.0,0,324,0,23,95.1,308,30.9,100,76.2,38,0,68.8,223,316,113,4.9,13.7,1.03
Allen Lazard,48135,WR,NYJ,8,12.4,1,54.3,28.6,4,14,0,20.8,5,15,22,0,29.2,74.1,56.7,74.9,56.4,0.3,1,0,39,0.7,2,298,4,19,94.0,280,20.1,60,89.3,35,1,79.5,237,273,51,2.7,14.4,0.98
Diontae Johnson,33441,WR,PIT,4,11.2,4,65.7,50.0,3,6,1,8.0,2,16,25,0,62.3,75.3,81.0,,82.3,0.0,0,1,39,0.0,0,134,2,23,93.3,125,18.7,25,90.4,35,1,81.3,109,302,111,4.8,13.1,2.42
Chigoziem Okonkwo,84000,TE,TEN,8,7.2,4,68.6,42.9,3,7,1,11.1,3,8,31,0,51.6,75.6,56.1,62.3,57.6,29.3,71,1,20,10.3,25,242,5,24,82.2,199,52.1,126,67.9,35,0,11.2,27,173,79,3.3,7.2,0.87
Luke Musgrave,98499,TE,GB,8,6.5,2,77.1,33.3,1,3,0,3.6,1,10,12,0,75.5,75.9,60.4,42.3,60.8,50.8,121,0,37,9.7,23,238,1,27,86.6,206,41.2,98,105.5,35,1,7.6,18,249,141,5.2,9.2,1.21
Demario Douglas,104155,WR,NE,8,8.7,4,68.6,50.0,4,8,0,4.0,1,13,19,1,75.1,39.7,78.7,,78.4,0.0,0,0,42,0.0,0,157,0,24,97.5,153,72.0,113,92.2,35,0,27.4,43,277,141,5.9,11.5,1.81
Michael Wilson,84423,WR,ARZ,8,15.2,3,71.4,44.4,4,9,0,3.8,1,19,1,0,74.4,75.5,70.5,68.1,69.5,0.0,0,1,69,0.4,1,262,1,25,92.7,243,27.5,72,116.5,35,2,72.5,190,401,94,3.8,16.0,1.65
Tony Pollard,27126,HB,DAL,8,0.3,4,85.3,50.0,1,2,0,3.3,1,6,9,1,77.5,54.3,66.9,85.6,61.5,0.0,0,0,60,22.6,55,243,0,29,72.8,177,5.3,13,90.0,34,0,7.4,18,190,200,6.9,6.6,1.07
D'Andre Swift,57212,HB,PHI,9,0.3,6,88.2,0.0,0,1,0,3.2,1,6,24,1,77.3,40.8,63.3,30.8,52.9,0.0,0,1,20,11.4,25,220,1,30,83.6,184,8.2,18,84.6,34,1,13.6,30,166,198,6.6,5.5,0.9
Darnell Mooney,48236,WR,CHI,10,11.4,2,64.7,33.3,2,6,1,8.3,2,15,6,0,60.3,75.5,60.3,,62.7,0.0,0,3,41,0.0,0,307,1,22,97.1,298,67.4,207,68.4,34,1,30.6,94,321,145,6.6,14.6,1.08
Rachaad White,131633,HB,TB,8,-0.7,16,97.1,0.0,0,1,0,0.0,0,12,30,1,88.7,71.2,73.1,65.9,64.0,0.0,0,0,33,14.8,41,277,0,33,79.8,221,6.5,18,100.9,34,0,11.2,31,279,316,9.6,8.5,1.26
Jaylen Warren,98692,HB,PIT,8,-1.3,14,85.3,,0,0,1,6.5,2,8,25,0,66.6,56.9,70.4,27.0,71.6,1.3,2,0,30,21.6,33,153,1,29,75.2,115,6.5,10,92.3,34,0,3.9,6,209,260,9.0,7.2,1.82
Christian McCaffrey,11763,HB,SF,8,1.1,3,94.1,,0,0,0,0.0,0,18,28,1,88.3,43.1,84.6,18.8,91.0,4.7,11,0,35,10.3,24,232,0,32,82.8,192,16.8,39,141.7,34,4,8.6,20,292,264,8.3,9.1,1.52
Odell Beckham Jr.,8647,WR,BLT,7,11.3,3,57.6,50.0,3,6,0,5.0,1,12,3,1,71.3,24.6,64.3,,65.6,0.0,0,1,32,0.0,0,184,1,19,90.2,166,8.7,16,75.1,33,1,91.3,168,218,55,2.9,11.5,1.31
Wan'Dale Robinson,101735,WR,NYG,7,4.0,7,81.8,50.0,1,2,1,0.0,0,13,21,0,86.5,77.1,64.3,,65.6,2.3,4,0,22,0.0,0,173,1,27,93.6,162,85.0,147,101.8,33,1,11.0,19,198,106,3.9,7.3,1.22
Tyler Conklin,47124,TE,NYJ,8,7.5,1,78.8,71.4,5,7,0,0.0,0,10,22,0,86.1,75.7,61.2,59.3,63.5,33.9,82,0,37,5.8,14,242,0,26,89.7,217,56.6,137,103.7,33,0,9.5,23,293,120,4.6,11.3,1.35
